n,run,theta_nw,theta_bh,t_nw,t_bh,theta_nw_plus_t_nw,theta_bh_plus_t_bh,ratio_nw_bh
40,12,1.930000144056976e-05,0.007704199997533578,0.8677133999990474,0.09926029999769526,0.867732700000488,0.10696449999522883,8.112342880480844
40,13,2.229999881819822e-05,0.00832770000124583,0.5893504999985453,0.10634799999752431,0.5893727999973635,0.11467569999877014,5.139474186804042
40,14,1.720000000204891e-05,0.007632299999386305,0.6512607999975444,0.1378182000007655,0.6512779999975464,0.1454505000001518,4.477660784919039
40,15,1.8999999156221747e-05,0.007932299999083625,0.6655522000000929,0.15955460000259336,0.6655711999992491,0.16748690000167699,3.973870195176966
40,16,2.13999992411118e-05,0.007406900000205496,1.0742142000017338,0.3414316000016697,1.074235600000975,0.3488385000018752,3.0794639926361347
40,17,2.170000152545981e-05,0.00862030000280356,0.6074343000000226,0.12206379999770434,0.6074560000015481,0.1306841000005079,4.648277793543264
40,18,2.1100000594742596e-05,0.008723499999177875,0.638509399999748,0.11730330000136746,0.6385305000003427,0.12602680000054534,5.066624717897937
40,19,1.7800000932766125e-05,0.0077182999993965495,0.7388078000003588,0.12374889999773586,0.7388256000012916,0.1314671999971324,5.619847384118677
40,20,1.97000008483883e-05,0.007888100000855047,0.6314101000025403,0.15284230000179377,0.6314298000033887,0.16073040000264882,3.928502635425425
40,21,1.8799997633323073e-05,0.008570800000597956,0.6242836000019452,0.1396329000017431,0.6243023999995785,0.14820370000234107,4.212461632130081
40,22,1.7400001524947584e-05,0.007977899997058557,0.5896498999973119,0.1331648999985191,0.5896672999988368,0.14114279999557766,4.177806448627295
40,23,1.720000000204891e-05,0.007397000001219567,0.5813023999980942,0.09399710000070627,0.5813195999980962,0.10139410000192584,5.7332685036610105
40,24,1.939999856404029e-05,0.00788720000127796,0.6393666000003577,0.12898100000165869,0.6393859999989218,0.13686820000293665,4.671545325979323
40,25,2.019999737967737e-05,0.008052900000620866,0.6917804000004253,0.07545879999815952,0.691800599997805,0.08351169999878039,8.283876391067457
40,26,2.1100000594742596e-05,0.007721599999058526,0.6713142000007792,0.17312780000065686,0.671335300001374,0.1808493999997154,3.7121234574316007
40,27,1.9900002371286973e-05,0.008117900000797817,0.6269922999999835,0.12021240000103717,0.6270122000023548,0.12833030000183498,4.885924836093964
40,28,1.979999797185883e-05,0.00791630000094301,0.6594507000008889,0.12220340000203578,0.6594704999988608,0.1301197000029788,5.068183372569747
40,29,1.80000024556648e-05,0.007550299997092225,0.7324652000024798,0.13934620000145514,0.7324832000049355,0.14689649999854737,4.9863897370745995
40,30,1.979999797185883e-05,0.007531300001573982,0.6147653999978502,0.06584210000073654,0.614785199995822,0.07337340000231052,8.378856642549787
40,31,1.9999999494757503e-05,0.007315599999856204,0.5612360999984958,0.11446729999806848,0.5612560999979905,0.12178289999792469,4.608660986128225
40,32,1.670000347075984e-05,0.007724999999481952,0.5158949000033317,0.13650110000162385,0.5159116000068025,0.1442261000011058,3.577102896097495
40,33,2.0200001017656177e-05,0.008295399999042274,0.5734742999993614,0.08413560000190046,0.573494500000379,0.09243100000094273,6.204568813434127
40,34,1.9999999494757503e-05,0.007782299999234965,0.675329599998804,0.12753159999920172,0.6753495999982988,0.13531389999843668,4.990984666069792
40,35,2.010000025620684e-05,0.007847499997296836,0.5971420999994734,0.16976979999890318,0.5971621999997296,0.17761729999620002,3.362072275687703
40,36,1.8500002624932677e-05,0.00793330000306014,0.6061909999989439,0.19544189999942319,0.6062095000015688,0.20337520000248333,2.9807444565225585
40,37,2.010000025620684e-05,0.007652100000996143,0.7645456999998714,0.1392825000002631,0.7645658000001276,0.14693460000125924,5.203442892236241
40,38,1.8200000340584666e-05,0.007225099998322548,0.5920955000001413,0.09415729999818723,0.5921137000004819,0.10138239999650978,5.84039932000886
40,39,1.750000228639692e-05,0.0076929000024392735,0.7175207000000228,0.1112317000006442,0.7175382000023092,0.11892460000308347,6.03355571499677
40,40,2.0200001017656177e-05,0.007890100001532119,0.630491499996424,0.11135369999828981,0.6305116999974416,0.11924379999982193,5.2875847633032755
40,41,2.0299998141126707e-05,0.008370799998374423,0.6509373999979289,0.076631299998553,0.65095769999607,0.08500209999692743,7.658136681559634
40,42,1.9499999325489625e-05,0.00810260000071139,0.6316385999998602,0.08921290000216686,0.6316580999991857,0.09731550000287825,6.490827257533521
40,43,1.9099999917671084e-05,0.008631900000182213,0.5080358000013803,0.11592599999858066,0.5080549000012979,0.12455789999876288,4.078865330953268
40,44,2.470000254106708e-05,0.007535100001405226,0.5984431999968365,0.092114600000059,0.5984678999993776,0.09964970000146423,6.005717026650194
40,45,1.7000002117129043e-05,0.007459899999957997,0.6226433000010729,0.13097489999927348,0.6226603000031901,0.13843479999923147,4.497859642276702
40,46,2.13999992411118e-05,0.008083799999440089,0.6416403000002902,0.11144139999669278,0.6416616999995313,0.11952519999613287,5.368421889445001
40,47,2.0700001186924055e-05,0.00799159999951371,0.9438996999997471,0.21182950000002165,0.943920400000934,0.21982109999953536,4.29403910726918
40,48,2.0299998141126707e-05,0.007820099999662489,0.6155788000032771,0.12550779999946826,0.6155991000014183,0.13332789999913075,4.617181400182796
40,49,1.7700000171316788e-05,0.007438900000124704,0.6354336000003968,0.15398840000125347,0.6354513000005682,0.16142730000137817,3.9364549862083
40,50,1.9400002202019095e-05,0.007495600002584979,0.679408500000136,0.15232710000054794,0.679427900002338,0.15982270000313292,4.251135164085074
40,51,1.6199999663513154e-05,0.008172000001650304,0.7174286999979813,0.14749600000141072,0.7174448999976448,0.15566800000306102,4.608814271292347
40,52,2.0799998310394585e-05,0.007843499999580672,0.6062504999972589,0.12020959999790648,0.6062712999955693,0.12805309999748715,4.73453044094572
40,53,1.8500002624932677e-05,0.008386600002268096,0.7686710999987554,0.19502730000021984,0.7686896000013803,0.20341390000248794,3.778943326842357
40,54,4.8099998821271583e-05,0.007979999998497078,0.692145499997423,0.10152400000151829,0.6921935999962443,0.10950400000001537,6.321171829304383
40,55,2.3399999918183312e-05,0.00769639999998617,0.6575564999984636,0.12700309999854653,0.6575798999983817,0.1346994999985327,4.881828811580926
